ClaimID,CustomerID,PolicyID,ClaimAmount,ClaimDate,ClaimStatus,HospitalOrGarage
CL004063,C02133,P0029,759252,2026-01-22,Rejected,NA
CL004064,C02670,P0215,1016745,2026-03-13,Approved,XYZ Garage
CL004065,C01428,P0025,246457,2026-04-11,Submitted,ABC Motors
CL004066,C02589,P0308,510050,2026-01-10,Approved,Apollo Hospital
CL004067,C01836,P0453,541005,2026-01-21,Rejected,Apollo Hospital
CL004068,C02860,P0378,1131038,2026-01-14,Rejected,NA
CL004069,C03922,P0010,1198287,2026-01-19,Rejected,TVS Garage
CL004070,C03551,P0184,649710,2026-05-13,Rejected,Apollo Hospital
CL004071,C00402,P0007,85306,2026-03-17,Approved,Apollo Hospital
CL004072,C02400,P0366,865747,2026-03-07,Rejected,TVS Garage
CL004073,C03785,P0198,1109183,2026-02-24,Rejected,NA
CL004074,C04387,P0415,925256,2026-03-31,Approved,TVS Garage
CL004075,C03329,P0010,592510,2026-05-22,Submitted,XYZ Garage
CL004076,C01164,P0441,592441,2026-04-12,Rejected,Aster Hospital
CL004077,C02591,P0228,886106,2026-01-16,Approved,Aster Hospital
CL004078,C04345,P0021,987736,2026-03-26,Submitted,Apollo Hospital
CL004079,C00731,P0260,236101,2026-02-13,Submitted,Apollo Hospital
CL004080,C03147,P0181,371950,2026-04-06,Approved,XYZ Garage
CL004081,C00963,P0189,1188290,2026-03-26,Submitted,Apollo Hospital
CL004082,C02526,P0124,229273,2026-03-28,Approved,ABC Motors
CL004083,C00579,P0398,1043827,2026-03-07,Approved,NA
CL004084,C03546,P0351,576715,2026-05-04,Rejected,NA
CL004085,C03173,P0450,396713,2026-01-26,Submitted,Apollo Hospital
CL004086,C01874,P0398,328805,2026-03-05,Approved,XYZ Garage
CL004087,C03757,P0206,990457,2026-01-15,Approved,TVS Garage
CL004088,C02518,P0494,789010,2026-01-26,Rejected,XYZ Garage
CL004089,C02081,P0472,614467,2026-03-13,Rejected,XYZ Garage
CL004090,C03436,P0145,767453,2026-05-10,Submitted,Aster Hospital
CL004091,C02059,P0350,647574,2026-01-22,Submitted,XYZ Garage
CL004092,C01868,P0095,1067377,2026-01-18,Approved,Aster Hospital
CL004093,C03637,P0324,267328,2026-03-11,Submitted,NA
CL004094,C02286,P0393,1035135,2026-02-10,Submitted,ABC Motors
CL004095,C02660,P0295,194602,2026-03-10,Rejected,XYZ Garage
CL004096,C04713,P0157,42974,2026-01-02,Submitted,NA
CL004097,C02536,P0197,713522,2026-05-20,Rejected,ABC Motors
CL004098,C01923,P0452,325360,2026-03-16,Submitted,NA
CL004099,C04122,P0254,1175719,2026-01-05,Submitted,ABC Motors
CL004100,C01999,P0245,834192,2026-05-03,Rejected,TVS Garage
CL004101,C04688,P0241,432547,2026-04-26,Submitted,Apollo Hospital
CL004102,C02635,P0128,576009,2026-02-07,Rejected,Apollo Hospital
CL004103,C04612,P0052,1129309,2026-04-27,Approved,ABC Motors
CL004104,C01039,P0434,1129747,2026-05-27,Rejected,TVS Garage
CL004105,C03618,P0223,960931,2026-04-21,Rejected,NA
CL004106,C03280,P0386,121317,2026-01-21,Submitted,Apollo Hospital
CL004107,C04927,P0098,766001,2026-02-11,Rejected,TVS Garage
CL004108,C01034,P0176,442649,2026-01-29,Rejected,ABC Motors
CL004109,C04747,P0255,33496,2026-05-16,Rejected,ABC Motors
CL004110,C03666,P0164,245896,2026-01-07,Submitted,TVS Garage
CL004111,C03573,P0376,446764,2026-04-17,Rejected,Apollo Hospital
CL004112,C02483,P0439,582902,2026-04-25,Rejected,ABC Motors
CL004113,C00910,P0140,72407,2026-04-01,Rejected,ABC Motors
CL004114,C00454,P0070,766858,2026-01-05,Submitted,Apollo Hospital
CL004115,C02949,P0189,592604,2026-03-07,Submitted,TVS Garage
CL004116,C00294,P0328,1129744,2026-03-24,Rejected,TVS Garage
CL004117,C01083,P0190,817720,2026-02-25,Rejected,TVS Garage
CL004118,C02189,P0479,1153541,2026-03-10,Rejected,TVS Garage
CL004119,C02760,P0364,993790,2026-04-10,Submitted,ABC Motors
CL004120,C01725,P0124,710390,2026-03-11,Approved,Apollo Hospital
CL004121,C02736,P0014,1186504,2026-03-29,Approved,Apollo Hospital
CL004122,C03681,P0083,987544,2026-05-01,Approved,XYZ Garage
CL004123,C01171,P0244,816946,2026-05-27,Rejected,NA
CL004124,C04158,P0451,1167666,2026-05-08,Approved,NA
CL004125,C04550,P0298,572898,2026-02-10,Submitted,NA
CL004126,C03493,P0419,846326,2026-01-06,Approved,ABC Motors
CL004127,C03471,P0416,1134104,2026-01-08,Submitted,Aster Hospital
CL004128,C03807,P0223,643215,2026-03-09,Submitted,Aster Hospital
CL004129,C04916,P0493,599675,2026-02-20,Submitted,TVS Garage
CL004130,C00379,P0029,1011714,2026-04-12,Approved,ABC Motors
CL004131,C02908,P0115,1003855,2026-05-07,Rejected,NA
CL004132,C04305,P0132,293692,2026-03-13,Rejected,Apollo Hospital
CL004133,C03442,P0148,1184320,2026-01-17,Submitted,Apollo Hospital
CL004134,C03192,P0099,899266,2026-05-29,Rejected,Apollo Hospital
CL004135,C03857,P0412,365065,2026-03-29,Submitted,Aster Hospital
CL004136,C02821,P0019,208845,2026-04-10,Submitted,Apollo Hospital
CL004137,C02857,P0219,1000150,2026-05-16,Approved,ABC Motors
CL004138,C04175,P0073,437542,2026-01-14,Rejected,NA
CL004139,C00378,P0011,1099668,2026-01-17,Approved,Aster Hospital
CL004140,C02523,P0423,39551,2026-02-06,Approved,ABC Motors
CL004141,C02455,P0119,373978,2026-04-21,Submitted,NA
CL004142,C01439,P0389,585493,2026-03-14,Approved,XYZ Garage
CL004143,C00031,P0047,796522,2026-05-28,Submitted,TVS Garage
CL004144,C00966,P0061,367045,2026-05-27,Rejected,ABC Motors
CL004145,C02154,P0021,519578,2026-01-18,Approved,XYZ Garage
CL004146,C01276,P0284,970193,2026-01-25,Rejected,ABC Motors
CL004147,C02927,P0303,732651,2026-01-25,Approved,NA
CL004148,C01189,P0015,396451,2026-03-01,Submitted,NA
CL004149,C00488,P0189,807924,2026-04-21,Submitted,ABC Motors
CL004150,C04749,P0130,324345,2026-02-25,Submitted,TVS Garage
CL004151,C01548,P0286,436805,2026-05-04,Rejected,NA
CL004152,C02352,P0454,334484,2026-05-16,Submitted,TVS Garage
CL004153,C03154,P0125,995143,2026-05-03,Approved,TVS Garage
CL004154,C04505,P0323,681533,2026-01-14,Submitted,Aster Hospital
CL004155,C00080,P0418,377041,2026-04-25,Rejected,Aster Hospital
CL004156,C00650,P0233,429550,2026-01-20,Rejected,Aster Hospital
CL004157,C02931,P0024,693073,2026-04-01,Approved,Aster Hospital
CL004158,C03478,P0228,306533,2026-03-13,Submitted,NA
CL004159,C02501,P0346,1072700,2026-03-04,Submitted,ABC Motors
CL004160,C01177,P0203,1171946,2026-04-29,Submitted,ABC Motors
CL004161,C04827,P0454,505558,2026-05-11,Submitted,XYZ Garage
CL004162,C04665,P0427,563877,2026-01-21,Approved,XYZ Garage
CL004163,C03574,P0227,348585,2026-05-10,Rejected,ABC Motors
CL004164,C02107,P0255,1130052,2026-04-09,Submitted,Apollo Hospital
CL004165,C00427,P0151,38773,2026-04-24,Rejected,NA
CL004166,C01355,P0306,791950,2026-04-08,Rejected,Aster Hospital
CL004167,C02308,P0052,665259,2026-05-05,Approved,Apollo Hospital
CL004168,C04209,P0026,296122,2026-01-05,Rejected,Apollo Hospital
CL004169,C02162,P0040,17675,2026-04-28,Approved,XYZ Garage
CL004170,C00566,P0069,587846,2026-03-05,Submitted,Aster Hospital
CL004171,C03739,P0029,378555,2026-04-19,Rejected,ABC Motors
CL004172,C04335,P0473,210066,2026-03-16,Submitted,ABC Motors
CL004173,C01819,P0410,750951,2026-03-23,Approved,Apollo Hospital
CL004174,C04772,P0108,777012,2026-02-23,Approved,NA
CL004175,C00651,P0016,239661,2026-03-24,Submitted,TVS Garage
CL004176,C03026,P0203,929871,2026-02-27,Approved,Aster Hospital
CL004177,C03909,P0030,98143,2026-01-17,Submitted,NA
CL004178,C03778,P0141,1190561,2026-02-18,Approved,ABC Motors
CL004179,C02945,P0213,59235,2026-05-08,Approved,Apollo Hospital
CL004180,C01515,P0484,218377,2026-04-24,Approved,ABC Motors
CL004181,C01746,P0121,1009885,2026-01-12,Approved,Apollo Hospital
CL004182,C00801,P0339,607967,2026-05-25,Approved,ABC Motors
CL004183,C01282,P0040,1157796,2026-02-10,Approved,NA
CL004184,C02139,P0008,1180,2026-04-17,Approved,Aster Hospital
CL004185,C04295,P0196,702789,2026-03-11,Submitted,XYZ Garage
CL004186,C03493,P0475,845858,2026-01-14,Approved,NA
CL004187,C02565,P0438,179275,2026-03-11,Approved,TVS Garage
CL004188,C04445,P0370,87876,2026-03-12,Rejected,Apollo Hospital
CL004189,C00526,P0425,1169349,2026-01-08,Approved,TVS Garage
CL004190,C02777,P0027,174865,2026-03-22,Submitted,Aster Hospital
CL004191,C00574,P0363,236941,2026-05-27,Rejected,XYZ Garage
CL004192,C03330,P0030,317884,2026-05-04,Rejected,XYZ Garage
CL004193,C01561,P0410,575682,2026-05-07,Rejected,XYZ Garage
CL004194,C03581,P0214,105197,2026-03-25,Rejected,XYZ Garage
CL004195,C02723,P0193,314878,2026-03-23,Rejected,TVS Garage
CL004196,C00068,P0429,574287,2026-02-13,Approved,TVS Garage
CL004197,C03283,P0443,548228,2026-01-15,Rejected,XYZ Garage
CL004198,C02159,P0340,1050063,2026-04-17,Approved,NA
CL004199,C04031,P0173,541756,2026-01-28,Submitted,XYZ Garage
CL004200,C01306,P0256,1047476,2026-01-28,Approved,TVS Garage
CL004201,C04602,P0286,204711,2026-04-08,Approved,TVS Garage
CL004202,C04558,P0011,159625,2026-05-26,Rejected,NA
CL004203,C02706,P0182,1028833,2026-01-11,Submitted,Aster Hospital
CL004204,C03290,P0252,1151082,2026-04-08,Rejected,Apollo Hospital
CL004205,C02152,P0139,608528,2026-01-24,Rejected,TVS Garage
CL004206,C01126,P0320,547469,2026-02-07,Submitted,ABC Motors
CL004207,C04045,P0405,40389,2026-05-16,Submitted,Apollo Hospital
CL004208,C02839,P0435,92492,2026-01-17,Rejected,Apollo Hospital
CL004209,C01863,P0225,1074317,2026-04-17,Approved,ABC Motors
CL004210,C04177,P0130,932649,2026-01-12,Rejected,Aster Hospital
CL004211,C02088,P0033,862888,2026-05-25,Submitted,XYZ Garage
CL004212,C00954,P0151,315295,2026-01-02,Rejected,ABC Motors
CL004213,C04416,P0041,921940,2026-01-03,Approved,ABC Motors
CL004214,C04382,P0040,556071,2026-02-26,Rejected,TVS Garage
CL004215,C04725,P0242,324300,2026-02-27,Submitted,NA
CL004216,C03830,P0201,863173,2026-01-27,Submitted,Apollo Hospital
CL004217,C02564,P0129,255801,2026-04-28,Approved,TVS Garage
CL004218,C00310,P0015,1037651,2026-04-21,Approved,Apollo Hospital
CL004219,C03746,P0179,233536,2026-05-18,Approved,Apollo Hospital
CL004220,C03677,P0468,993481,2026-05-22,Rejected,Aster Hospital
CL004221,C04153,P0146,772171,2026-04-03,Rejected,ABC Motors
CL004222,C00841,P0272,898359,2026-05-04,Rejected,Apollo Hospital
CL004223,C03551,P0220,1024628,2026-02-03,Submitted,Apollo Hospital
CL004224,C04949,P0372,335122,2026-02-15,Submitted,Aster Hospital
CL004225,C02453,P0301,247038,2026-03-08,Approved,Apollo Hospital
CL004226,C04849,P0408,317764,2026-01-29,Rejected,Aster Hospital
CL004227,C03707,P0488,371578,2026-04-04,Submitted,ABC Motors
CL004228,C04381,P0114,412626,2026-04-19,Rejected,TVS Garage
CL004229,C00446,P0459,1099650,2026-05-28,Approved,Aster Hospital
CL004230,C00369,P0177,562208,2026-03-15,Submitted,ABC Motors
CL004231,C03204,P0303,1119630,2026-05-19,Approved,Apollo Hospital
CL004232,C01445,P0344,347390,2026-03-29,Rejected,Aster Hospital
CL004233,C00499,P0273,454359,2026-04-17,Approved,NA
CL004234,C00120,P0441,1174047,2026-05-19,Approved,Aster Hospital
CL004235,C02931,P0252,81708,2026-01-18,Rejected,NA
CL004236,C01380,P0368,100122,2026-04-12,Submitted,Aster Hospital
CL004237,C03750,P0032,475973,2026-04-06,Rejected,XYZ Garage
CL004238,C02882,P0454,222477,2026-03-23,Approved,ABC Motors
CL004239,C03590,P0461,795369,2026-01-20,Rejected,NA
CL004240,C03387,P0078,852169,2026-03-30,Submitted,ABC Motors
CL004241,C01580,P0198,114981,2026-02-03,Rejected,Aster Hospital
CL004242,C03078,P0263,1024780,2026-02-18,Approved,Apollo Hospital
CL004243,C01214,P0092,685147,2026-03-12,Rejected,Apollo Hospital
CL004244,C04503,P0484,42146,2026-04-10,Submitted,TVS Garage
CL004245,C00151,P0314,922055,2026-05-24,Rejected,Aster Hospital
CL004246,C04579,P0255,204215,2026-05-18,Approved,NA
CL004247,C02356,P0457,246919,2026-01-15,Approved,NA
CL004248,C00037,P0224,817861,2026-03-24,Submitted,TVS Garage
CL004249,C04222,P0148,506092,2026-05-25,Approved,Apollo Hospital
CL004250,C00048,P0142,904023,2026-01-16,Approved,NA
CL004251,C02566,P0429,869407,2026-01-01,Submitted,XYZ Garage
CL004252,C04991,P0357,1042233,2026-01-10,Rejected,TVS Garage
CL004253,C04631,P0442,514752,2026-05-01,Rejected,XYZ Garage
CL004254,C00044,P0146,593766,2026-04-30,Submitted,Apollo Hospital
CL004255,C02580,P0383,1163767,2026-03-04,Approved,TVS Garage
CL004256,C03850,P0008,266265,2026-05-06,Submitted,XYZ Garage
CL004257,C04727,P0013,336137,2026-04-27,Rejected,TVS Garage
CL004258,C03018,P0059,395417,2026-01-02,Submitted,Apollo Hospital
CL004259,C02627,P0472,105717,2026-01-31,Submitted,XYZ Garage
CL004260,C02686,P0469,1030580,2026-03-26,Rejected,ABC Motors
CL004261,C01719,P0463,1137899,2026-05-11,Approved,XYZ Garage
CL004262,C02317,P0093,1017520,2026-03-20,Approved,ABC Motors
CL004263,C01311,P0262,346212,2026-05-09,Rejected,Apollo Hospital
CL004264,C03641,P0084,723415,2026-03-22,Approved,Aster Hospital
CL004265,C00108,P0190,294675,2026-05-18,Rejected,Apollo Hospital
CL004266,C02619,P0432,776514,2026-01-15,Approved,Aster Hospital
CL004267,C02700,P0081,531353,2026-04-30,Approved,Apollo Hospital
CL004268,C03586,P0284,1070851,2026-05-02,Submitted,TVS Garage
CL004269,C00111,P0369,759002,2026-02-01,Approved,XYZ Garage
CL004270,C00987,P0450,1113745,2026-03-10,Approved,XYZ Garage
CL004271,C00201,P0184,195171,2026-03-16,Approved,Aster Hospital
CL004272,C00181,P0496,7797,2026-05-07,Rejected,NA
CL004273,C00342,P0141,784667,2026-01-18,Rejected,ABC Motors
CL004274,C04756,P0310,447359,2026-02-25,Approved,ABC Motors
CL004275,C03336,P0359,305924,2026-04-08,Submitted,XYZ Garage
CL004276,C04784,P0136,940678,2026-02-27,Submitted,ABC Motors
CL004277,C01664,P0022,1190821,2026-02-08,Submitted,TVS Garage
CL004278,C01460,P0436,428095,2026-01-13,Rejected,Apollo Hospital
CL004279,C03007,P0212,417693,2026-04-16,Approved,ABC Motors
CL004280,C00664,P0077,633646,2026-02-01,Approved,ABC Motors
CL004281,C01681,P0313,624016,2026-01-23,Approved,NA
CL004282,C02564,P0275,146790,2026-05-26,Approved,ABC Motors
CL004283,C03190,P0297,603227,2026-02-18,Rejected,TVS Garage
CL004284,C01701,P0496,897578,2026-03-31,Submitted,NA
CL004285,C01598,P0044,643218,2026-03-22,Submitted,XYZ Garage
CL004286,C02294,P0191,883298,2026-05-22,Approved,TVS Garage
CL004287,C00260,P0387,1139857,2026-05-30,Rejected,Apollo Hospital
CL004288,C02405,P0196,489029,2026-01-28,Submitted,ABC Motors
CL004289,C04511,P0297,1005374,2026-04-16,Approved,Aster Hospital
CL004290,C00380,P0066,417233,2026-01-03,Rejected,Aster Hospital
CL004291,C01722,P0124,466606,2026-05-13,Submitted,NA
CL004292,C01961,P0054,1196371,2026-04-09,Approved,Aster Hospital
CL004293,C02658,P0014,323038,2026-05-07,Approved,TVS Garage
CL004294,C00048,P0013,651818,2026-03-04,Submitted,ABC Motors
CL004295,C03110,P0220,1081237,2026-03-19,Rejected,Apollo Hospital
CL004296,C04094,P0334,321511,2026-04-10,Approved,NA
CL004297,C01313,P0238,660508,2026-05-03,Submitted,XYZ Garage
CL004298,C04965,P0215,895688,2026-02-21,Rejected,XYZ Garage
CL004299,C00238,P0183,431249,2026-05-05,Approved,XYZ Garage
CL004300,C00475,P0432,1164402,2026-05-15,Approved,Aster Hospital
CL004301,C01556,P0453,91516,2026-05-25,Rejected,Apollo Hospital
CL004302,C00765,P0312,1137672,2026-02-13,Rejected,ABC Motors
CL004303,C04096,P0026,979767,2026-04-03,Approved,XYZ Garage
CL004304,C03246,P0071,219759,2026-01-01,Submitted,XYZ Garage
CL004305,C03392,P0430,395520,2026-04-14,Rejected,XYZ Garage
CL004306,C01425,P0259,143650,2026-04-19,Submitted,XYZ Garage
CL004307,C03173,P0006,29881,2026-04-07,Rejected,XYZ Garage
CL004308,C04290,P0033,335766,2026-05-05,Submitted,Apollo Hospital
CL004309,C02553,P0373,343738,2026-04-05,Approved,XYZ Garage
CL004310,C02182,P0194,677384,2026-05-09,Approved,ABC Motors
CL004311,C04473,P0398,158451,2026-04-26,Submitted,Aster Hospital
CL004312,C01285,P0324,599705,2026-01-26,Submitted,XYZ Garage
CL004313,C04995,P0403,958015,2026-04-24,Approved,Aster Hospital
CL004314,C01011,P0022,1170392,2026-01-16,Submitted,Aster Hospital
CL004315,C02166,P0287,10195,2026-05-20,Rejected,NA
CL004316,C02118,P0132,1113974,2026-04-27,Submitted,XYZ Garage
CL004317,C00365,P0484,570851,2026-05-17,Approved,Aster Hospital
CL004318,C02089,P0214,668564,2026-05-19,Rejected,NA
CL004319,C03751,P0469,285158,2026-04-10,Approved,Aster Hospital
CL004320,C00819,P0111,148312,2026-05-10,Submitted,Apollo Hospital
CL004321,C03460,P0361,887041,2026-04-17,Rejected,Apollo Hospital
CL004322,C02623,P0473,1000366,2026-03-19,Approved,NA
CL004323,C00200,P0272,1046849,2026-05-23,Approved,NA
CL004324,C01734,P0228,1099987,2026-02-14,Submitted,TVS Garage
CL004325,C01976,P0225,225217,2026-02-02,Rejected,NA
CL004326,C04309,P0271,1042218,2026-01-06,Rejected,Apollo Hospital
CL004327,C02734,P0403,672158,2026-05-05,Submitted,NA
CL004328,C00807,P0121,922926,2026-02-21,Submitted,Apollo Hospital
CL004329,C02325,P0420,351409,2026-01-31,Rejected,NA
CL004330,C02771,P0199,289411,2026-03-11,Rejected,XYZ Garage
CL004331,C04934,P0142,529547,2026-03-05,Approved,Apollo Hospital
CL004332,C04070,P0500,1143144,2026-02-10,Rejected,Aster Hospital
CL004333,C00320,P0181,1002584,2026-04-15,Rejected,Aster Hospital
CL004334,C00263,P0271,648826,2026-01-04,Rejected,XYZ Garage
CL004335,C02247,P0367,841902,2026-03-06,Approved,Apollo Hospital
CL004336,C02721,P0227,942664,2026-03-17,Rejected,ABC Motors
CL004337,C01138,P0060,1019752,2026-05-11,Submitted,TVS Garage
CL004338,C03502,P0176,263595,2026-03-22,Rejected,NA
CL004339,C02464,P0077,552680,2026-03-27,Submitted,ABC Motors
CL004340,C03293,P0233,367002,2026-02-15,Submitted,XYZ Garage
CL004341,C00450,P0238,340774,2026-02-04,Submitted,ABC Motors
CL004342,C03869,P0316,569974,2026-01-12,Rejected,NA
CL004343,C00193,P0051,660415,2026-03-08,Approved,Aster Hospital
CL004344,C04234,P0084,920167,2026-03-01,Submitted,ABC Motors
CL004345,C04404,P0270,459502,2026-03-02,Submitted,Aster Hospital
CL004346,C01663,P0428,1125893,2026-05-15,Rejected,Aster Hospital
CL004347,C01271,P0184,531336,2026-04-19,Submitted,XYZ Garage
CL004348,C03452,P0096,1181689,2026-04-16,Rejected,Apollo Hospital
CL004349,C00495,P0117,756818,2026-04-13,Rejected,ABC Motors
CL004350,C02202,P0329,1164167,2026-01-14,Submitted,TVS Garage
CL004351,C01645,P0252,167098,2026-03-20,Submitted,Aster Hospital
CL004352,C03363,P0075,1009814,2026-03-01,Submitted,TVS Garage
CL004353,C00034,P0332,837320,2026-01-09,Approved,NA
CL004354,C00633,P0077,898489,2026-04-16,Rejected,ABC Motors
CL004355,C00298,P0300,911037,2026-01-20,Rejected,XYZ Garage
CL004356,C00298,P0291,176295,2026-01-02,Approved,XYZ Garage
CL004357,C00872,P0221,823561,2026-04-02,Submitted,XYZ Garage
CL004358,C02647,P0159,713651,2026-03-21,Submitted,Aster Hospital
CL004359,C00318,P0028,202507,2026-05-02,Submitted,TVS Garage
CL004360,C03278,P0067,1030523,2026-03-18,Submitted,NA
CL004361,C01281,P0412,9909,2026-03-22,Approved,NA
CL004362,C01070,P0175,1154272,2026-05-27,Submitted,ABC Motors
CL004363,C01618,P0029,1047635,2026-02-20,Approved,Apollo Hospital
CL004364,C03373,P0204,784320,2026-04-13,Submitted,Apollo Hospital
CL004365,C00376,P0384,939338,2026-01-16,Submitted,XYZ Garage
CL004366,C03310,P0385,138835,2026-01-31,Rejected,Apollo Hospital
CL004367,C01749,P0343,531217,2026-01-01,Submitted,Aster Hospital
CL004368,C02930,P0018,48074,2026-04-15,Rejected,Aster Hospital
CL004369,C01210,P0235,882909,2026-03-07,Approved,TVS Garage
CL004370,C04713,P0331,643998,2026-04-16,Rejected,Aster Hospital
CL004371,C03532,P0345,747863,2026-01-16,Rejected,Aster Hospital
CL004372,C02331,P0256,1029327,2026-03-09,Approved,Apollo Hospital
CL004373,C03369,P0008,330173,2026-05-11,Rejected,NA
CL004374,C04695,P0450,739945,2026-02-19,Submitted,XYZ Garage
CL004375,C04404,P0370,1046499,2026-03-29,Rejected,XYZ Garage
CL004376,C04596,P0253,664596,2026-05-25,Submitted,Aster Hospital
CL004377,C00487,P0134,147281,2026-03-30,Rejected,Aster Hospital
CL004378,C04337,P0378,346378,2026-02-28,Approved,Apollo Hospital
CL004379,C03272,P0473,575157,2026-03-01,Approved,NA
CL004380,C02017,P0322,281806,2026-05-07,Rejected,NA
CL004381,C02288,P0151,603441,2026-02-28,Approved,NA
CL004382,C01192,P0304,649193,2026-03-30,Submitted,ABC Motors
CL004383,C04304,P0220,1047240,2026-03-14,Submitted,Apollo Hospital
CL004384,C02417,P0439,991795,2026-04-27,Approved,TVS Garage
CL004385,C03223,P0369,575509,2026-05-04,Approved,NA
CL004386,C04178,P0109,621377,2026-01-27,Submitted,Apollo Hospital
CL004387,C03360,P0231,157189,2026-01-06,Approved,XYZ Garage
CL004388,C04689,P0227,1173384,2026-03-16,Rejected,Aster Hospital
CL004389,C04161,P0085,1196205,2026-03-05,Approved,ABC Motors
CL004390,C02128,P0068,254968,2026-02-02,Submitted,Aster Hospital
CL004391,C03471,P0183,1061992,2026-03-31,Submitted,ABC Motors
CL004392,C00413,P0496,378349,2026-03-14,Submitted,XYZ Garage
CL004393,C00586,P0001,719038,2026-04-04,Rejected,XYZ Garage
CL004394,C04694,P0291,186794,2026-04-03,Submitted,NA
CL004395,C02139,P0118,555694,2026-03-31,Rejected,TVS Garage
CL004396,C00959,P0334,310092,2026-02-27,Rejected,Aster Hospital
CL004397,C02173,P0141,118175,2026-04-30,Submitted,Apollo Hospital
CL004398,C04212,P0396,43168,2026-04-17,Submitted,Aster Hospital
CL004399,C00583,P0482,502933,2026-03-26,Submitted,NA
CL004400,C02396,P0123,677705,2026-04-26,Submitted,NA
CL004401,C02208,P0439,684978,2026-01-06,Submitted,ABC Motors
CL004402,C01715,P0354,260023,2026-02-09,Submitted,Aster Hospital
CL004403,C00601,P0327,212297,2026-01-19,Approved,ABC Motors
CL004404,C02528,P0327,320162,2026-01-25,Submitted,XYZ Garage
CL004405,C00645,P0164,537928,2026-03-09,Rejected,XYZ Garage
CL004406,C04139,P0299,456940,2026-04-29,Submitted,ABC Motors
CL004407,C00425,P0250,123137,2026-04-05,Approved,ABC Motors
CL004408,C00206,P0319,779099,2026-01-06,Submitted,ABC Motors
CL004409,C01067,P0198,456738,2026-02-17,Rejected,ABC Motors
CL004410,C01469,P0478,536551,2026-02-21,Approved,ABC Motors
CL004411,C02742,P0232,321701,2026-01-01,Rejected,XYZ Garage
CL004412,C04304,P0027,536474,2026-05-06,Approved,ABC Motors
CL004413,C04206,P0319,507707,2026-04-23,Submitted,XYZ Garage
CL004414,C04086,P0254,690567,2026-02-11,Submitted,NA
CL004415,C01564,P0318,912544,2026-02-19,Rejected,XYZ Garage
CL004416,C00892,P0416,1089796,2026-03-18,Rejected,TVS Garage
CL004417,C02194,P0056,1144676,2026-02-27,Submitted,TVS Garage
CL004418,C03706,P0499,1193650,2026-02-09,Submitted,Aster Hospital
CL004419,C03275,P0414,308877,2026-01-05,Approved,ABC Motors
CL004420,C02883,P0054,663027,2026-05-28,Rejected,Aster Hospital
CL004421,C03946,P0476,596717,2026-04-25,Submitted,NA
CL004422,C04048,P0491,208321,2026-04-03,Submitted,TVS Garage
CL004423,C01835,P0099,430452,2026-01-19,Submitted,ABC Motors
CL004424,C04704,P0482,478563,2026-01-19,Submitted,Aster Hospital
CL004425,C02448,P0419,1039307,2026-03-26,Rejected,Apollo Hospital
CL004426,C03466,P0384,199742,2026-04-29,Rejected,TVS Garage
CL004427,C00415,P0073,237054,2026-01-06,Approved,Apollo Hospital
CL004428,C01406,P0256,1109017,2026-04-19,Rejected,NA
CL004429,C04613,P0183,1095302,2026-04-29,Approved,Apollo Hospital
CL004430,C02876,P0062,263639,2026-03-25,Approved,XYZ Garage
CL004431,C00438,P0448,885583,2026-02-19,Approved,XYZ Garage
CL004432,C00023,P0170,453493,2026-05-07,Rejected,XYZ Garage
CL004433,C01706,P0088,1167621,2026-04-30,Submitted,XYZ Garage
CL004434,C01375,P0363,1045254,2026-03-15,Submitted,ABC Motors
CL004435,C01535,P0092,829841,2026-05-12,Submitted,XYZ Garage
CL004436,C03898,P0163,408759,2026-01-23,Approved,NA
CL004437,C02851,P0084,546568,2026-02-22,Submitted,ABC Motors
CL004438,C01098,P0440,56128,2026-04-24,Rejected,ABC Motors
CL004439,C04937,P0099,204477,2026-03-21,Submitted,TVS Garage
CL004440,C02057,P0335,562314,2026-01-30,Submitted,NA
CL004441,C04625,P0193,567579,2026-03-22,Submitted,XYZ Garage
CL004442,C03149,P0091,551923,2026-02-21,Submitted,TVS Garage
CL004443,C00052,P0495,296922,2026-05-07,Rejected,NA
CL004444,C00610,P0433,744959,2026-04-26,Approved,NA
CL004445,C03392,P0271,696023,2026-01-02,Submitted,ABC Motors
CL004446,C00482,P0165,231284,2026-05-19,Approved,TVS Garage
CL004447,C00727,P0331,249694,2026-01-08,Approved,Apollo Hospital
CL004448,C04353,P0223,950865,2026-02-03,Approved,ABC Motors
CL004449,C02910,P0297,222069,2026-03-12,Rejected,NA
CL004450,C03058,P0213,902008,2026-01-20,Submitted,ABC Motors
CL004451,C03297,P0373,963843,2026-04-07,Approved,Apollo Hospital
CL004452,C02728,P0028,567896,2026-03-02,Rejected,Apollo Hospital
CL004453,C00665,P0001,389746,2026-04-11,Submitted,TVS Garage
CL004454,C02804,P0233,794751,2026-03-19,Rejected,TVS Garage
CL004455,C03435,P0433,828975,2026-04-03,Submitted,ABC Motors
CL004456,C01578,P0372,293065,2026-05-31,Submitted,ABC Motors
CL004457,C03930,P0499,631950,2026-01-22,Approved,TVS Garage
CL004458,C00023,P0222,1090789,2026-03-25,Submitted,Apollo Hospital
CL004459,C01245,P0124,511997,2026-01-14,Submitted,TVS Garage
CL004460,C03492,P0390,390690,2026-01-31,Rejected,NA
CL004461,C03976,P0326,50127,2026-04-18,Approved,ABC Motors
